season,district,zone,temperature,humidity,rainfall,light,n,p,k,variety,yield
0,Kalutara,1,29.4,81.0,282.2,5.9,34.1,16.2,63.9,Ld368,5.6
1,Kegalle,1,25.9,88.9,306.7,5.4,37.4,27.0,39.3,Ld368,5.21
0,Polonnaruwa,0,32.3,60.1,58.7,8.0,74.9,47.1,58.1,Bg300,6.05
1,Trincomalee,0,25.5,86.4,230.0,5.8,37.9,50.1,55.8,Bg352,7.14
0,Matale,1,30.2,77.0,108.1,6.8,59.8,26.2,52.5,Bw367,5.8
0,Ampara,0,32.7,60.1,59.2,9.3,24.0,58.2,45.9,Bg300,5.5
1,Kegalle,1,24.7,87.0,308.8,5.4,32.8,17.9,41.1,Ld368,5.21
0,Ratnapura,1,27.7,81.8,289.1,6.7,42.3,51.2,37.9,Ld368,5.6
0,Trincomalee,0,34.1,59.2,41.0,8.4,42.9,50.4,32.5,At362,5.7
1,Nuwara Eliya,1,16.5,90.5,284.1,4.0,55.5,24.4,37.1,Ld368,5.32
1,Ratnapura,1,26.0,85.2,332.5,5.2,52.1,21.3,60.3,Ld368,5.88
0,Polonnaruwa,0,31.7,65.5,39.5,8.0,48.1,21.9,36.0,At362,6.2
0,Ampara,0,31.9,67.4,35.1,8.2,60.7,32.7,29.1,At362,6.2
0,Anuradhapura,0,31.8,68.4,44.4,9.0,69.1,37.4,61.4,At362,6.82
1,Kegalle,1,27.4,82.9,305.6,5.1,51.3,40.3,53.2,Ld368,5.88
0,Nuwara Eliya,1,18.0,86.1,215.0,5.7,61.9,53.0,53.1,Bw367,6.38
0,Matale,1,28.9,76.3,135.0,6.4,47.4,30.4,59.6,Bw367,5.8
0,Kurunegala,0,29.8,73.3,118.1,6.7,67.2,27.4,47.1,Bg300,5.5
0,Hambantota,0,32.2,68.7,51.1,8.6,55.6,51.8,55.2,Bg300,6.05
1,Kalutara,1,26.2,92.3,298.8,5.4,83.6,17.1,52.3,Ld368,6.44
1,Anuradhapura,0,26.8,73.4,185.0,6.5,73.0,41.8,29.0,Bg366,7.35
1,Nuwara Eliya,1,14.7,94.1,290.1,4.3,82.2,16.3,54.4,Ld368,5.88
0,Ampara,0,34.4,61.7,56.7,9.2,22.3,35.9,55.5,Bg300,5.06
0,Kegalle,1,28.0,78.3,280.7,6.4,24.2,30.3,39.7,Ld368,4.93
1,Monaragala,0,27.6,78.3,165.3,6.4,42.3,45.7,47.8,Bg352,7.14
0,Kegalle,1,29.3,82.5,281.4,6.6,50.1,48.2,49.2,Ld368,5.6
0,Kandy,1,27.2,76.0,137.0,6.1,33.6,34.4,54.9,Bw367,5.8
1,Matara,1,27.4,88.9,232.2,5.8,65.8,40.8,47.5,Bw367,6.67
0,Matale,1,28.2,72.0,109.2,7.2,63.0,38.1,30.9,Bw367,5.8
1,Kandy,1,25.7,81.6,224.3,5.7,82.1,28.5,54.0,Bw367,6.67
0,Ratnapura,1,29.1,79.6,269.4,5.2,54.7,32.9,30.4,Ld368,5.6
0,Ampara,0,34.0,62.5,63.5,9.3,54.1,57.1,55.4,Bg300,5.61
1,Colombo,1,26.8,81.6,241.8,6.6,56.5,50.9,52.0,Bw367,6.67
1,Badulla,1,24.0,84.3,186.8,5.8,36.0,40.5,44.9,Bw367,6.09
0,Matara,1,29.7,83.2,210.3,6.5,20.7,15.6,58.2,Bw367,5.1
0,Polonnaruwa,0,34.4,63.2,59.3,9.2,28.9,39.1,53.7,Bg300,5.06
1,Ratnapura,1,26.2,90.7,309.9,4.9,72.4,35.0,25.5,Ld368,5.32
1,Nuwara Eliya,1,15.1,94.3,271.9,4.2,42.2,27.9,58.9,Ld368,5.32
1,Kandy,1,23.3,84.3,205.9,5.2,66.4,19.7,36.6,Bw367,6.09
0,Polonnaruwa,0,33.0,63.1,44.4,9.0,25.0,21.3,27.3,At362,5.46
0,Trincomalee,0,33.3,63.2,69.8,8.7,51.6,36.6,58.9,Bg300,5.06
1,Anuradhapura,0,29.1,82.7,165.8,6.5,71.3,29.1,63.3,Bg366,8.05
1,Polonnaruwa,0,26.8,84.5,197.4,5.7,61.9,40.7,55.4,Bg366,8.05
1,Kalutara,1,26.3,92.0,320.4,4.8,72.0,47.9,60.6,Ld368,5.88
0,Kalutara,1,28.3,81.0,292.8,5.5,55.0,29.6,36.8,Ld368,5.6
0,Kurunegala,0,30.9,68.0,119.8,6.8,60.0,51.0,39.1,Bg300,6.05
0,Hambantota,0,31.5,69.6,26.4,7.9,71.2,35.7,46.9,At362,6.82
0,Matale,1,29.3,70.6,115.9,7.4,31.0,23.1,25.4,Bw367,5.1
1,Kurunegala,0,25.5,84.3,174.0,5.8,66.5,49.7,58.9,Bg366,8.05
0,Monaragala,0,31.3,65.7,53.8,7.7,75.0,36.2,33.8,Bg300,5.5
0,Kandy,1,27.1,77.1,157.6,5.7,34.8,35.7,35.8,Bw367,5.8
1,Nuwara Eliya,1,14.8,91.0,273.9,4.3,71.7,19.1,45.6,Ld368,5.32
0,Hambantota,0,32.8,73.3,45.9,8.5,45.4,56.8,52.8,Bg300,6.05
0,Trincomalee,0,35.1,59.7,64.2,8.4,39.0,33.4,64.1,Bg300,5.06
0,Kurunegala,0,31.6,74.3,111.9,8.2,47.3,35.2,31.5,Bg300,5.5
1,Hambantota,0,27.0,77.8,108.7,7.3,63.9,53.7,28.9,Bg352,7.14
0,Ampara,0,33.3,64.4,47.9,8.3,46.5,24.7,63.5,Bg300,5.06
0,Kurunegala,0,30.7,68.3,121.0,7.0,37.0,31.6,59.9,Bg300,5.5
1,Monaragala,0,27.1,81.2,172.2,6.5,79.8,20.5,52.0,Bg366,8.05
0,Anuradhapura,0,31.1,63.9,40.7,8.4,71.4,37.2,60.1,At362,6.82
1,Monaragala,0,27.0,78.6,157.5,5.7,67.3,22.9,33.2,Bg366,7.35
1,Trincomalee,0,28.4,86.8,227.0,4.8,73.0,51.4,49.0,Bg366,7.35
0,Nuwara Eliya,1,20.4,79.7,210.6,4.5,73.4,19.5,41.1,Bw367,5.22
1,Monaragala,0,28.4,79.2,165.4,5.8,44.5,28.2,44.3,Bg352,7.14
1,Kegalle,1,25.4,88.6,314.1,5.3,34.2,18.0,63.1,Ld368,5.88
1,Matale,1,26.1,82.6,187.8,5.6,65.3,43.2,39.9,Bw367,6.09
0,Nuwara Eliya,1,19.6,85.1,204.4,4.6,52.9,49.6,62.9,Bw367,5.8
0,Nuwara Eliya,1,20.3,86.4,221.5,4.5,52.3,43.0,52.2,Bw367,5.22
0,Anuradhapura,0,32.2,69.4,51.3,9.2,32.1,49.0,49.7,Bg300,5.5
1,Ampara,0,27.9,82.0,217.3,5.2,79.0,23.4,57.3,Bg366,8.05
0,Ratnapura,1,29.5,84.1,278.2,6.8,32.6,36.9,51.8,Ld368,5.6
1,Kalutara,1,27.0,91.2,296.5,5.7,31.6,29.2,25.6,Ld368,5.21
1,Galle,1,28.2,83.5,247.7,5.1,62.8,38.8,39.9,Bw367,6.09
1,Nuwara Eliya,1,16.4,93.2,293.0,4.1,41.0,39.7,54.7,Ld368,5.32
1,Colombo,1,26.5,80.7,252.6,6.1,59.6,25.8,39.7,Ld368,5.88
0,Monaragala,0,30.6,70.9,62.3,8.6,55.1,53.3,45.0,Bg300,6.05
0,Galle,1,30.4,79.2,230.0,7.3,52.9,23.0,48.6,Bw367,5.8
0,Trincomalee,0,33.9,57.3,46.3,8.5,59.2,20.5,41.4,Bg300,5.06
1,Ampara,0,26.2,82.2,218.6,6.2,71.1,48.8,58.1,Bg366,8.05
1,Kurunegala,0,26.4,80.1,152.5,6.2,59.5,34.3,39.2,Bg366,7.35
0,Kalutara,1,28.1,86.1,298.6,6.4,40.5,25.9,34.3,Ld368,4.93
0,Badulla,1,27.2,71.8,119.9,6.8,48.7,46.8,60.4,Bw367,6.38
0,Matara,1,29.7,78.1,205.4,6.7,45.3,31.4,53.9,Bw367,5.8
1,Ratnapura,1,24.7,85.7,305.1,5.1,70.3,35.6,31.5,Ld368,5.88
1,Anuradhapura,0,26.6,74.7,191.7,5.6,49.5,24.2,33.9,Bg352,7.14
1,Matale,1,25.8,80.5,186.7,5.3,42.9,23.8,63.4,Bw367,6.09
0,Kandy,1,27.7,77.2,147.9,6.6,58.3,43.1,31.9,Bw367,5.8
0,Polonnaruwa,0,33.1,63.8,30.7,9.5,58.3,39.8,62.3,At362,6.32
1,Trincomalee,0,28.4,84.1,208.4,5.8,67.3,50.9,63.1,Bg366,8.05
0,Anuradhapura,0,32.8,68.6,55.2,8.4,68.7,28.9,53.6,Bg300,6.05
0,Kegalle,1,29.5,84.0,277.6,6.2,68.1,23.1,30.1,Ld368,5.6
0,Matale,1,28.9,71.8,130.6,7.6,45.6,18.0,40.5,Bw367,5.1
1,Kandy,1,25.7,82.0,207.0,5.8,51.4,36.7,63.7,Bw367,6.67
0,Badulla,1,25.9,76.1,124.7,6.6,71.8,16.7,42.9,Bw367,5.8
1,Kurunegala,0,27.7,83.1,166.2,6.0,50.3,21.8,39.0,Bg352,7.14
1,Galle,1,27.5,84.8,235.2,6.1,72.5,36.9,27.7,Bw367,6.09
0,Kandy,1,27.8,80.8,157.6,7.0,48.5,20.6,51.8,Bw367,5.8
0,Matara,1,29.5,80.6,215.4,6.8,28.7,25.3,49.2,Bw367,5.1
1,Hambantota,0,28.7,76.3,109.7,6.8,69.4,30.8,33.1,Bg352,7.14
0,Kandy,1,26.6,77.2,162.2,6.5,30.3,18.1,52.8,Bw367,5.1
0,Matara,1,30.8,80.6,228.9,6.6,58.1,25.6,62.6,Bw367,5.8
1,Anuradhapura,0,27.3,74.9,185.8,5.5,62.7,30.6,51.5,Bg366,7.35
0,Ratnapura,1,29.3,86.6,270.6,5.3,58.4,29.7,42.3,Ld368,5.6
0,Anuradhapura,0,31.8,60.3,61.4,8.1,50.7,21.6,51.7,Bg300,5.5
0,Ampara,0,34.4,67.9,44.8,9.2,74.8,53.0,58.8,At362,6.32
0,Galle,1,29.7,75.7,217.8,7.6,38.0,44.9,57.3,Bw367,5.8
0,Nuwara Eliya,1,20.5,81.4,196.2,4.9,27.2,15.9,39.4,Bw367,4.52
1,Galle,1,26.4,86.5,242.0,4.8,72.0,39.9,55.5,Bw367,6.09
1,Ratnapura,1,26.2,89.6,323.7,5.4,62.3,38.2,64.6,Ld368,6.44
1,Galle,1,27.6,83.9,241.9,5.8,81.1,52.2,38.7,Bw367,6.67
0,Monaragala,0,31.1,73.0,79.4,8.2,64.2,48.6,48.7,Bg300,6.05
1,Galle,1,26.9,86.7,255.3,5.4,81.8,21.7,45.0,Ld368,5.88
0,Matale,1,29.6,76.5,113.3,6.4,55.0,39.0,32.2,Bw367,5.8
1,Matara,1,27.1,85.7,250.1,5.3,31.1,46.2,49.4,Ld368,5.88
0,Galle,1,30.5,83.0,243.8,6.9,46.9,31.1,31.1,Bw367,5.8
0,Monaragala,0,31.3,72.2,67.5,8.1,39.5,22.1,26.3,Bg300,4.84
1,Kandy,1,23.3,86.1,231.4,5.8,66.2,23.4,59.5,Bw367,6.09
1,Ratnapura,1,24.9,91.4,313.6,5.3,84.8,16.2,60.9,Ld368,6.44
0,Ratnapura,1,29.9,83.7,290.4,5.3,38.4,17.7,64.0,Ld368,5.6
0,Badulla,1,27.1,80.4,97.6,6.8,23.9,23.4,34.2,Bw367,5.1
1,Ampara,0,26.2,78.7,199.4,6.3,71.8,58.7,42.6,Bg366,8.05
0,Kandy,1,27.0,76.0,142.0,5.9,34.1,29.2,52.0,Bw367,5.8
0,Hambantota,0,30.5,74.0,48.3,7.5,74.3,30.9,28.9,Bg300,5.5
1,Galle,1,27.4,81.6,249.4,6.0,46.7,27.5,25.1,Bw367,5.39
0,Badulla,1,25.9,74.1,119.7,6.3,43.0,33.3,54.0,Bw367,5.8
1,Kegalle,1,26.5,89.8,310.9,4.8,59.6,48.6,64.6,Ld368,5.88
1,Matale,1,25.1,80.0,199.7,5.9,57.1,34.3,58.5,Bw367,6.09
0,Trincomalee,0,35.1,61.1,49.8,8.8,61.9,25.0,32.9,Bg300,5.06
0,Badulla,1,25.0,76.7,112.4,7.0,55.5,24.2,47.1,Bw367,5.8
1,Kalutara,1,25.8,84.3,320.6,4.5,77.0,34.6,41.3,Ld368,5.88
1,Kegalle,1,26.3,87.8,301.8,4.9,73.2,25.1,62.6,Ld368,5.88
0,Matara,1,30.5,79.7,215.1,7.8,21.4,25.1,45.8,Bw367,5.1
0,Trincomalee,0,33.3,57.0,66.1,9.4,54.5,50.0,31.1,Bg300,5.06
0,Anuradhapura,0,32.1,60.9,49.6,9.2,22.2,31.7,33.3,Bg300,4.84
0,Ratnapura,1,28.8,79.1,288.2,6.3,53.8,45.4,45.5,Ld368,5.6
0,Trincomalee,0,34.8,61.0,64.8,8.4,21.7,28.2,38.6,Bg300,4.4
0,Kandy,1,27.8,82.1,150.3,6.5,22.8,16.4,47.0,Bw367,5.1
1,Matale,1,27.0,86.0,207.6,5.0,48.5,33.6,55.9,Bw367,6.09
1,Kandy,1,25.8,87.0,223.3,4.7,33.1,37.7,51.1,Bw367,5.51
1,Anuradhapura,0,28.2,81.6,190.1,6.7,50.1,32.7,55.0,Bg352,7.14
0,Kandy,1,26.8,77.2,143.8,6.2,36.2,16.7,50.5,Bw367,5.1
1,Badulla,1,23.0,82.2,200.4,6.2,78.7,44.6,36.1,Bw367,6.67
1,Galle,1,28.4,80.1,256.5,5.9,64.2,54.6,37.5,Ld368,6.44
1,Kurunegala,0,25.7,81.4,152.8,5.9,75.9,57.4,32.4,Bg366,8.05
1,Kegalle,1,27.3,82.6,287.8,4.6,62.7,21.0,63.7,Ld368,5.32
0,Polonnaruwa,0,32.2,62.7,49.9,9.2,61.5,43.1,61.2,Bg300,6.05
0,Monaragala,0,32.8,63.6,50.2,7.5,56.5,36.4,41.1,Bg300,5.5
0,Matara,1,29.2,77.0,208.2,6.9,60.1,52.6,49.2,Bw367,6.38
1,Badulla,1,21.4,86.3,190.9,5.2,57.1,27.0,48.8,Bw367,6.09
0,Colombo,1,29.5,73.2,201.4,7.8,38.9,44.3,51.3,Bw367,5.8
1,Kurunegala,0,27.1,84.0,157.3,6.3,81.8,23.3,35.2,Bg366,7.35
1,Monaragala,0,28.0,79.6,158.6,6.8,41.8,22.7,48.8,Bg352,7.14
1,Anuradhapura,0,26.6,79.6,181.0,5.4,39.5,42.7,36.9,Bg352,7.14
0,Matale,1,30.4,74.3,115.4,6.3,22.9,42.7,43.3,Bw367,5.8
0,Kandy,1,27.8,75.5,152.3,6.3,65.3,47.8,44.1,Bw367,6.38
1,Kalutara,1,26.1,91.1,304.8,4.5,34.7,33.7,44.3,Ld368,5.32
0,Ampara,0,32.4,62.8,59.3,9.1,41.2,38.4,37.1,Bg300,5.5
1,Kurunegala,0,25.9,86.3,165.5,6.3,31.8,39.0,41.3,Bg352,7.14
0,Ampara,0,33.7,68.7,51.9,8.9,23.8,36.7,29.7,Bg300,4.4
0,Galle,1,30.0,75.8,225.6,6.9,42.2,48.3,57.6,Bw367,5.8
0,Badulla,1,25.3,72.1,105.6,6.9,57.2,41.3,27.8,Bw367,5.8
1,Ratnapura,1,24.8,85.6,329.8,4.1,53.1,21.7,60.2,Ld368,5.32
1,Kurunegala,0,26.5,86.7,152.9,5.9,76.0,22.0,43.6,Bg366,7.35
1,Trincomalee,0,26.4,81.9,207.7,5.1,32.4,51.2,40.9,Bg352,7.14
0,Polonnaruwa,0,34.2,64.6,30.2,9.5,33.0,24.3,55.7,At362,5.7
1,Ampara,0,27.2,79.5,211.4,5.1,79.6,28.6,60.4,Bg366,8.05
1,Kurunegala,0,25.5,86.8,174.0,6.0,70.1,33.8,51.8,Bg366,8.05
0,Ampara,0,34.5,63.0,58.5,8.2,74.5,21.0,49.1,Bg300,5.06
0,Colombo,1,30.3,75.0,190.9,6.5,68.8,31.8,44.9,Bw367,5.8
0,Polonnaruwa,0,33.2,62.4,53.9,9.2,58.0,33.6,57.2,Bg300,5.06
0,Colombo,1,30.8,73.6,192.0,6.4,65.9,54.0,30.4,Bw367,6.38
1,Polonnaruwa,0,26.1,84.3,186.4,5.7,30.5,54.3,54.2,Bg352,7.14
1,Kegalle,1,26.8,85.1,292.4,5.4,50.0,37.6,25.3,Ld368,5.88
0,Ratnapura,1,29.3,80.3,280.4,5.5,25.1,31.4,31.5,Ld368,4.93
1,Badulla,1,21.8,79.9,177.7,5.0,32.8,40.1,36.5,Bw367,6.09
1,Kegalle,1,26.8,82.5,299.8,5.0,48.4,30.8,46.2,Ld368,5.88
1,Kalutara,1,25.6,86.0,322.3,5.1,70.4,28.9,41.3,Ld368,5.88
1,Kegalle,1,24.7,82.3,296.8,5.4,40.6,40.7,35.4,Ld368,5.88
1,Ratnapura,1,24.7,85.1,324.4,5.4,73.5,20.6,46.8,Ld368,5.88
1,Monaragala,0,28.3,80.4,157.5,5.3,84.4,21.2,42.8,Bg366,7.35
1,Trincomalee,0,28.4,86.9,224.8,5.5,77.6,31.6,43.7,Bg366,8.05
0,Polonnaruwa,0,32.7,62.3,39.9,8.9,66.8,28.1,62.4,At362,6.82
1,Galle,1,28.0,85.6,258.4,4.8,75.0,16.6,60.6,Ld368,5.88
0,Anuradhapura,0,31.6,67.7,42.6,9.1,25.7,25.0,64.2,At362,6.2
0,Galle,1,30.5,78.2,235.3,7.0,53.2,42.3,48.0,Bw367,5.8
1,Ampara,0,28.2,79.3,215.8,5.1,64.4,49.9,33.7,Bg366,7.35
1,Monaragala,0,26.7,81.1,180.5,5.3,70.4,33.7,44.1,Bg366,7.35
1,Polonnaruwa,0,27.0,79.7,180.4,5.1,44.2,21.1,50.3,Bg352,7.14
0,Anuradhapura,0,32.6,61.7,43.9,8.8,73.1,22.0,60.6,At362,6.82
1,Trincomalee,0,26.6,84.5,230.2,4.8,74.0,54.5,31.0,Bg366,7.35
1,Ampara,0,28.9,84.3,218.5,6.3,63.3,32.3,58.5,Bg366,8.05
0,Ampara,0,32.5,66.6,37.5,9.3,37.9,25.1,42.7,At362,6.2
1,Colombo,1,28.4,86.0,250.1,5.4,36.9,47.5,62.0,Ld368,5.88
1,Ratnapura,1,26.2,85.0,317.1,5.2,72.9,19.7,25.0,Ld368,5.88
0,Kurunegala,0,31.2,68.5,97.8,8.0,69.2,52.9,61.0,Bg300,6.05
0,Ampara,0,33.3,62.8,53.2,8.4,33.2,23.8,37.6,Bg300,4.4
0,Galle,1,31.0,79.4,231.0,7.4,74.8,38.3,57.5,Bw367,6.38
0,Ratnapura,1,28.2,85.7,285.5,5.7,27.3,40.3,30.1,Ld368,4.93
1,Matara,1,27.4,81.6,249.1,5.7,84.7,18.7,56.2,Bw367,6.67
1,Kalutara,1,27.3,86.1,309.8,5.5,42.8,24.0,47.0,Ld368,5.88
0,Kegalle,1,28.7,82.9,271.2,5.6,23.1,19.2,48.4,Ld368,4.93
0,Colombo,1,30.9,80.2,186.2,7.2,57.9,25.1,37.3,Bw367,5.8
1,Nuwara Eliya,1,16.7,93.1,282.5,4.4,50.1,40.6,43.6,Ld368,5.32
1,Matara,1,28.0,82.4,253.2,5.8,70.3,52.0,64.0,Ld368,6.44
0,Hambantota,0,32.8,71.8,34.2,8.0,50.3,51.6,37.7,At362,6.2
0,Galle,1,29.0,83.2,229.0,6.1,29.1,17.4,45.0,Bw367,5.1
1,Kurunegala,0,25.8,86.4,171.2,6.1,84.2,20.0,49.6,Bg366,8.05
1,Ampara,0,28.3,86.4,214.5,6.2,38.3,39.1,49.1,Bg352,7.14
0,Ampara,0,32.7,60.3,46.8,8.1,60.4,28.4,27.3,Bg300,5.5
0,Anuradhapura,0,32.8,68.7,52.3,8.3,64.2,41.6,28.2,Bg300,5.5
0,Colombo,1,30.2,75.0,189.3,6.6,43.8,38.8,28.2,Bw367,5.8
1,Kegalle,1,26.8,87.9,309.9,4.4,56.2,40.2,58.1,Ld368,5.88
0,Trincomalee,0,32.9,65.8,69.1,8.4,59.7,21.6,41.2,Bg300,5.5
1,Monaragala,0,28.0,84.4,175.2,6.0,74.5,58.0,25.9,Bg366,8.05
1,Matale,1,24.3,86.1,193.4,4.9,54.2,40.8,40.2,Bw367,5.51
0,Kurunegala,0,32.2,70.8,101.5,7.4,22.7,52.8,58.1,Bg300,5.5
0,Hambantota,0,31.5,65.7,31.5,8.9,45.6,37.8,25.6,At362,6.2
0,Kegalle,1,28.9,83.1,261.6,6.5,51.4,22.4,27.4,Ld368,4.93
1,Monaragala,0,27.2,83.4,171.3,5.8,64.4,20.5,30.7,Bg366,7.35
1,Nuwara Eliya,1,14.7,91.0,276.6,4.6,82.4,50.3,35.8,Ld368,5.88
1,Ratnapura,1,24.3,84.3,321.6,4.8,84.7,23.1,35.3,Ld368,5.32
0,Trincomalee,0,34.8,65.2,67.1,8.9,44.8,33.2,48.6,Bg300,5.06
1,Kandy,1,24.4,89.4,234.5,5.7,71.6,42.2,31.6,Bw367,6.09
1,Galle,1,27.6,89.5,239.3,5.4,60.5,18.1,25.2,Bw367,5.39
0,Ratnapura,1,28.2,79.2,275.1,5.5,25.4,53.3,49.0,Ld368,5.6
1,Kegalle,1,25.4,85.9,292.1,4.5,39.8,46.9,52.1,Ld368,5.32
1,Kalutara,1,26.0,90.8,308.1,5.2,65.6,48.8,38.0,Ld368,6.44
1,Colombo,1,28.8,79.2,237.0,5.9,83.8,22.2,57.0,Bw367,6.67
0,Matara,1,29.1,81.3,216.2,7.0,23.7,22.2,63.3,Bw367,5.8
1,Kurunegala,0,27.5,81.6,165.3,6.4,61.3,22.4,50.3,Bg366,7.35
1,Kurunegala,0,28.5,77.1,166.9,6.3,53.9,25.1,41.4,Bg352,7.14
0,Ampara,0,32.6,66.3,56.0,8.7,71.6,34.0,34.8,Bg300,5.5
0,Trincomalee,0,33.4,59.2,42.1,9.4,34.0,38.9,26.7,At362,4.96
0,Ampara,0,33.8,64.7,58.9,9.0,53.6,39.5,30.3,Bg300,5.06
1,Monaragala,0,27.6,81.0,170.4,5.7,30.4,39.8,36.4,Bg352,7.14
1,Ampara,0,26.0,82.8,223.2,5.0,55.9,23.7,50.0,Bg366,7.35
1,Badulla,1,22.2,84.2,201.9,5.0,31.2,49.5,48.1,Bw367,6.09
1,Kegalle,1,26.4,90.1,303.3,4.8,44.1,28.1,31.6,Ld368,4.65
1,Kegalle,1,26.9,85.8,298.1,5.3,62.4,17.7,58.3,Ld368,5.88
0,Galle,1,30.2,82.7,236.4,6.9,20.8,29.4,49.2,Bw367,5.1
0,Hambantota,0,32.6,68.1,33.8,7.8,38.3,42.3,53.3,At362,6.2
1,Monaragala,0,28.7,83.9,179.5,5.2,70.5,28.3,30.3,Bg366,7.35
1,Kurunegala,0,26.5,77.6,149.1,5.4,79.7,21.0,33.4,Bg352,7.14
1,Kalutara,1,26.1,92.1,296.2,5.0,67.4,52.3,49.8,Ld368,6.44
0,Trincomalee,0,35.3,60.0,63.5,9.3,58.0,58.6,40.7,Bg300,5.61
0,Badulla,1,26.5,78.3,112.3,6.5,47.7,27.5,42.1,Bw367,5.8
0,Monaragala,0,31.7,63.1,65.7,8.7,64.7,53.0,56.8,Bg300,6.05
0,Matara,1,30.6,75.4,224.7,7.2,21.4,46.5,61.1,Bw367,5.8
0,Kandy,1,26.7,76.2,159.3,7.1,36.6,49.3,59.3,Bw367,5.8
1,Polonnaruwa,0,26.4,81.9,208.4,6.1,48.2,40.0,50.8,Bg352,7.14
1,Polonnaruwa,0,28.4,83.6,184.1,6.5,48.1,46.5,55.1,Bg352,7.14
0,Kandy,1,28.8,76.1,160.8,5.9,58.8,44.7,52.1,Bw367,6.38
0,Hambantota,0,32.6,66.7,26.6,8.5,46.2,54.0,40.3,At362,6.2
0,Matale,1,30.0,75.5,110.7,7.4,48.1,39.2,43.4,Bw367,5.8
1,Monaragala,0,28.8,82.1,158.2,6.5,66.9,47.9,39.5,Bg366,8.05
1,Badulla,1,23.2,80.1,187.2,6.1,32.6,53.5,52.2,Bw367,6.09
0,Hambantota,0,30.8,67.5,53.3,7.9,62.7,35.7,30.6,Bg300,5.5
0,Badulla,1,27.4,74.7,105.7,6.8,48.6,32.6,60.2,Bw367,5.8
1,Ampara,0,28.8,79.5,197.2,5.8,62.7,36.6,41.9,Bg366,7.35
0,Kurunegala,0,32.0,73.5,107.6,7.4,34.1,50.1,45.5,Bg300,5.5
1,Polonnaruwa,0,27.8,85.0,193.1,6.5,49.0,22.2,33.2,Bg352,6.32
1,Monaragala,0,27.0,75.0,182.5,6.6,70.8,26.7,29.8,Bg366,7.35
0,Colombo,1,31.2,81.3,197.9,6.6,48.2,29.0,40.0,Bw367,5.8
1,Anuradhapura,0,27.2,80.5,192.5,5.4,42.8,50.0,36.0,Bg352,7.14
0,Badulla,1,24.7,75.5,117.2,7.3,64.8,50.1,55.9,Bw367,6.38
1,Polonnaruwa,0,26.1,83.1,189.6,5.9,45.4,51.3,60.5,Bg352,7.82
1,Badulla,1,23.6,81.7,191.0,6.1,47.9,53.2,29.9,Bw367,6.09
1,Ampara,0,28.6,77.7,224.8,6.2,37.5,41.5,32.4,Bg352,7.14
1,Kurunegala,0,26.6,85.8,172.2,6.2,48.2,24.3,63.1,Bg352,7.14
1,Kegalle,1,25.4,85.0,294.6,4.6,73.1,19.9,50.4,Ld368,5.32
1,Matara,1,28.4,80.9,249.6,5.9,34.3,53.2,34.9,Bw367,6.09
1,Kegalle,1,25.8,86.8,291.4,4.5,76.0,35.1,25.6,Ld368,5.32
1,Trincomalee,0,27.3,84.0,231.4,6.1,71.5,37.8,48.7,Bg366,8.05
1,Polonnaruwa,0,26.6,79.5,204.9,6.0,52.6,46.5,29.7,Bg352,7.14
0,Ampara,0,32.8,63.1,36.2,8.2,72.6,58.1,39.1,At362,6.82
1,Ratnapura,1,24.8,87.9,333.4,4.2,72.0,19.3,64.3,Ld368,5.88
1,Kegalle,1,25.9,89.7,303.9,5.3,54.8,36.2,54.8,Ld368,5.88
0,Galle,1,30.5,80.6,235.1,7.5,54.1,48.0,52.6,Bw367,6.38
0,Badulla,1,25.1,73.4,104.0,7.2,53.1,42.8,39.5,Bw367,5.8
1,Badulla,1,22.4,87.0,180.4,4.9,78.6,28.7,52.4,Bw367,6.09
0,Anuradhapura,0,31.2,66.1,42.2,8.3,24.4,25.9,36.9,At362,5.46
1,Badulla,1,23.7,79.1,189.5,4.9,46.9,52.0,31.5,Bw367,5.51
1,Kegalle,1,25.1,89.4,301.4,5.7,60.5,36.4,32.8,Ld368,5.88
1,Kegalle,1,27.2,85.3,296.2,5.5,48.6,53.1,54.5,Ld368,6.44
0,Ratnapura,1,27.2,82.1,280.0,5.5,68.0,18.5,44.5,Ld368,5.6
1,Colombo,1,28.2,85.3,230.7,6.7,60.4,27.0,42.2,Bw367,6.09
0,Kurunegala,0,31.9,75.3,124.6,8.0,53.1,33.6,46.8,Bg300,5.5
0,Anuradhapura,0,31.1,60.6,46.6,8.6,45.5,44.8,44.2,Bg300,5.5
0,Trincomalee,0,33.2,58.1,57.9,8.9,21.5,35.2,29.2,Bg300,4.4
0,Hambantota,0,31.2,71.1,49.2,7.9,72.9,41.4,49.7,Bg300,6.05
1,Polonnaruwa,0,26.4,77.1,180.0,5.1,83.8,29.7,51.5,Bg366,8.05
1,Kegalle,1,26.7,90.6,313.2,5.1,68.5,49.2,41.7,Ld368,6.44
1,Polonnaruwa,0,27.9,75.7,206.9,5.2,48.0,52.6,48.9,Bg352,7.14
0,Kandy,1,27.7,78.8,141.2,7.1,24.6,29.2,52.2,Bw367,5.8
1,Ratnapura,1,26.8,91.4,328.7,4.2,37.7,26.5,45.7,Ld368,5.32
0,Kandy,1,28.5,80.0,162.9,6.9,36.8,25.6,52.8,Bw367,5.8
1,Ampara,0,26.2,82.3,219.6,4.9,73.6,52.5,44.3,Bg366,7.35
