District,Zone,Variety_Code,Year,Season,Cultivated_Extent_Ha,Age_Group,Grain_Type,Grain_Color,Salinity_Prone,Iron_Toxicity_Prone
Monaragala,Intermediate Zone,Bw 312,2020,Annual,567,3 Months,Long Grain (Nadu),Red,No,Yes
Hambantota,Dry Zone,Bg 357,2020,Maha,12412,3.5 Months,Long Grain (Nadu),White,No,No
Polonnaruwa,Dry Zone,Bg 300,2021,Yala,16056,3 Months,Long Grain (Nadu),White,No,No
Matale,Intermediate Zone,Bg 357,2018,Maha,12988,3.5 Months,Long Grain (Nadu),White,No,No
Matale,Intermediate Zone,Bg 250,2022,Maha,5743,2.5 Months,Long Grain (Nadu),White,No,No
Kandy,Intermediate Zone,Bw 312,2020,Yala,998,3 Months,Long Grain (Nadu),Red,No,Yes
Ampara,Dry Zone,Bg 360,2018,Maha,3602,3.5 Months,Short Grain (Samba),White,No,No
Ampara,Dry Zone,Ld 368,2021,Maha,3110,3.5 Months,Short Grain (Samba),Red,No,No
Mannar,Dry Zone,Bg 310,2023,Yala,11621,3 Months,Long Grain (Nadu),White,Yes,No
Matara,Wet Zone,Bg 300,2022,Maha,24292,3 Months,Long Grain (Nadu),White,No,No
Kandy,Intermediate Zone,Bg 366,2022,Yala,4527,3.5 Months,Long Grain (Nadu),White,No,No
Mullaitivu,Dry Zone,Bw 400,2023,Maha,89,4-4.5 Months,Long Grain (Nadu),Red,Yes,Yes
Kegalle,Wet Zone,Bw 400,2023,Maha,43,4-4.5 Months,Long Grain (Nadu),Red,Yes,Yes
Matara,Wet Zone,Ld 368,2022,Annual,3142,3.5 Months,Short Grain (Samba),Red,No,No
Anuradhapura,Dry Zone,At 307,2021,Maha,8068,3 Months,Long Grain (Nadu),White,No,No
Galle,Wet Zone,Ld 368,2020,Annual,2116,3.5 Months,Short Grain (Samba),Red,No,No
Mannar,Dry Zone,Bg 359,2024,Yala,2728,3.5 Months,Long Grain (Nadu),White,No,No
Polonnaruwa,Dry Zone,Bw 372,2022,Maha,2627,3.5 Months,Long Grain (Nadu),Red,No,Yes
Matara,Wet Zone,Bg 250,2021,Annual,6612,2.5 Months,Long Grain (Nadu),White,No,No
Kalutara,Wet Zone,Bg 300,2022,Yala,16978,3 Months,Long Grain (Nadu),White,No,No
Monaragala,Intermediate Zone,Bg 359,2024,Maha,2013,3.5 Months,Long Grain (Nadu),White,No,No
Hambantota,Dry Zone,Bw 372,2021,Yala,2512,3.5 Months,Long Grain (Nadu),Red,No,Yes
Monaragala,Intermediate Zone,At 307,2020,Maha,10291,3 Months,Long Grain (Nadu),White,No,No
Batticaloa,Dry Zone,At 354,2019,Maha,277,3.5 Months,Long Grain (Nadu),White,Yes,No
Monaragala,Intermediate Zone,Attakkari,2018,Yala,6144,4-4.5 Months,Long Grain (Nadu),Red,No,No
Gampaha,Wet Zone,Bg 366,2024,Annual,9880,3.5 Months,Long Grain (Nadu),White,No,No
Kegalle,Wet Zone,Ld 368,2020,Maha,2420,3.5 Months,Short Grain (Samba),Red,No,No
Ratnapura,Wet Zone,Bg 250,2018,Maha,7353,2.5 Months,Long Grain (Nadu),White,No,No
Batticaloa,Dry Zone,At 362,2022,Maha,22786,3.5 Months,Long Grain (Nadu),Red,No,No
Hambantota,Dry Zone,At 353,2020,Yala,1465,3.5 Months,Long Grain (Nadu),Red,Yes,No
Kandy,Intermediate Zone,Bg 94-1,2024,Maha,15498,3.5 Months,Long Grain (Nadu),White,No,No
Batticaloa,Dry Zone,At 307,2020,Yala,4179,3 Months,Long Grain (Nadu),White,No,No
Kegalle,Wet Zone,Bg 379-2,2024,Maha,1909,4-4.5 Months,Long Grain (Nadu),White,No,No
Mannar,Dry Zone,At 362,2021,Maha,31843,3.5 Months,Long Grain (Nadu),Red,No,No
Mannar,Dry Zone,Attakkari,2020,Yala,7157,4-4.5 Months,Long Grain (Nadu),Red,No,No
Mannar,Dry Zone,Ld 368,2024,Annual,2443,3.5 Months,Short Grain (Samba),Red,No,No
Matara,Wet Zone,Bg 374,2019,Yala,6581,3.5 Months,Long Grain (Nadu),White,No,No
Ampara,Dry Zone,Bg 374,2020,Maha,2364,3.5 Months,Long Grain (Nadu),White,No,No
Batticaloa,Dry Zone,Bw 372,2019,Yala,3477,3.5 Months,Long Grain (Nadu),Red,No,Yes
Monaragala,Intermediate Zone,Bg 379-2,2023,Maha,1444,4-4.5 Months,Long Grain (Nadu),White,No,No
Kurunegala,Intermediate Zone,Bg 310,2018,Maha,13327,3 Months,Long Grain (Nadu),White,Yes,No
Kalutara,Wet Zone,Bg 374,2020,Annual,929,3.5 Months,Long Grain (Nadu),White,No,No
Polonnaruwa,Dry Zone,At 307,2018,Maha,6121,3 Months,Long Grain (Nadu),White,No,No
Kandy,Intermediate Zone,At 354,2021,Yala,351,3.5 Months,Long Grain (Nadu),White,Yes,No
Matara,Wet Zone,Bg 374,2021,Annual,2355,3.5 Months,Long Grain (Nadu),White,No,No
Mullaitivu,Dry Zone,Bg 374,2024,Yala,5857,3.5 Months,Long Grain (Nadu),White,No,No
Mannar,Dry Zone,Bg 352,2021,Yala,7627,3.5 Months,Long Grain (Nadu),White,No,No
Vavuniya,Dry Zone,Bw 367,2023,Yala,5808,3.5 Months,Short Grain (Samba),White,No,Yes
Puttalam,Dry Zone,Bg 359,2018,Maha,2387,3.5 Months,Long Grain (Nadu),White,No,No
Puttalam,Dry Zone,At 303,2023,Maha,1530,3 Months,Long Grain (Nadu),Red,No,No
Matale,Intermediate Zone,Bg 366,2023,Yala,6359,3.5 Months,Long Grain (Nadu),White,No,No
Matale,Intermediate Zone,Bg 357,2018,Maha,12326,3.5 Months,Long Grain (Nadu),White,No,No
Batticaloa,Dry Zone,Bg 379-2,2018,Yala,1635,4-4.5 Months,Long Grain (Nadu),White,No,No
Ampara,Dry Zone,Bg 310,2018,Maha,12171,3 Months,Long Grain (Nadu),White,Yes,No
Killinochchi,Dry Zone,Bg 352,2024,Maha,42492,3.5 Months,Long Grain (Nadu),White,No,No
Hambantota,Dry Zone,At 362,2022,Yala,18841,3.5 Months,Long Grain (Nadu),Red,No,No
Kandy,Intermediate Zone,Bg 374,2020,Maha,1719,3.5 Months,Long Grain (Nadu),White,No,No
Polonnaruwa,Dry Zone,Bw 367,2024,Maha,5458,3.5 Months,Short Grain (Samba),White,No,Yes
Trincomalee,Dry Zone,Bw 372,2024,Annual,3255,3.5 Months,Long Grain (Nadu),Red,No,Yes
Kurunegala,Intermediate Zone,Bg 94-1,2021,Yala,10875,3.5 Months,Long Grain (Nadu),White,No,No
Ampara,Dry Zone,Bg 360,2021,Maha,9376,3.5 Months,Short Grain (Samba),White,No,No
Ratnapura,Wet Zone,Bg 366,2022,Yala,17877,3.5 Months,Long Grain (Nadu),White,No,No
Galle,Wet Zone,Bg 369,2023,Maha,821,3.5 Months,Long Grain (Nadu),White,Yes,No
Mannar,Dry Zone,At 353,2019,Maha,2344,3.5 Months,Long Grain (Nadu),Red,Yes,No
Matale,Intermediate Zone,Bg 352,2019,Maha,45872,3.5 Months,Long Grain (Nadu),White,No,No
Kurunegala,Intermediate Zone,Bg 94-1,2023,Yala,23359,3.5 Months,Long Grain (Nadu),White,No,No
Anuradhapura,Dry Zone,Bg 374,2023,Yala,4584,3.5 Months,Long Grain (Nadu),White,No,No
Kurunegala,Intermediate Zone,At 303,2021,Yala,1799,3 Months,Long Grain (Nadu),Red,No,No
Gampaha,Wet Zone,Bw 312,2021,Maha,952,3 Months,Long Grain (Nadu),Red,No,Yes
